ID;CLIENTES POTENC;SUCURSAL;PRODUCTOS;ARTICULOS VISIBLES;ACCESO;PUERTAS;SEGMENTO
820;1;26;143;224;NO;0;C
821;3;26;149;247;NO;3;B
822;4;60;516;862;NO;3;A
823;4;40;444;988;NO;2;A
824;1;22;77;85;NO;0;C
825;3;28;170;237;NO;1;B
826;2;9;39;47;NO;1;C
827;3;36;311;533;NO;3;A
828;1;19;129;118;NO;0;C
829;1;29;256;349;NO;2;A
830;2;35;318;528;NO;0;B
831;1;6;20;16;NO;0;C
832;2;16;98;73;NO;0;B
833;2;9;54;60;NO;1;C
834;4;44;401;723;NO;2;A
835;2;29;270;437;NO;2;A
836;4;23;158;164;NO;4;B
837;2;29;265;402;NO;1;A
838;2;13;151;253;NO;4;A
839;1;13;127;188;NO;1;A
840;1;19;92;125;NO;0;C
841;0;1;1;18;NO;0;C
842;3;17;83;151;NO;3;B
843;1;6;17;23;NO;4;C
844;3;77;669;1154;NO;8;A
845;1;19;66;76;NO;0;C
846;2;21;113;181;NO;1;A
847;2;20;96;113;NO;1;B
848;2;19;85;103;NO;1;C
849;2;16;49;56;NO;0;C
850;1;19;84;156;NO;0;C
851;2;15;75;97;NO;1;C
852;4;24;124;209;NO;8;B
853;2;20;76;85;NO;2;C
854;2;16;76;86;NO;1;C
855;4;33;175;261;NO;5;B
856;3;27;140;213;NO;4;B
857;5;16;92;126;NO;6;B
858;3;23;137;210;NO;3;B
859;2;27;103;113;NO;6;B
860;2;16;63;104;NO;4;C
861;1;18;76;98;NO;0;C
862;1;19;75;87;NO;0;C
863;2;21;91;133;NO;4;B
864;2;16;41;42;NO;2;C
865;1;15;60;113;NO;0;C
866;2;14;53;67;NO;0;C
867;3;24;125;181;NO;1;B
868;2;20;63;101;NO;2;C
869;2;16;59;98;NO;3;C
870;1;24;78;94;NO;5;C
871;2;18;63;69;NO;1;C
872;2;19;107;147;NO;2;B
873;2;27;109;145;NO;0;B
874;1;14;41;55;NO;3;C
875;1;14;48;54;NO;0;C
876;2;7;35;45;NO;1;C
877;2;22;104;167;NO;2;B
878;3;25;116;207;NO;3;B
879;1;12;32;36;NO;0;C
880;3;13;54;69;NO;3;C
881;3;29;139;248;NO;3;B
882;2;15;72;83;NO;1;C
883;3;16;77;124;NO;3;C
884;4;23;106;128;NO;5;B
885;2;21;80;132;NO;1;B
886;4;23;107;137;NO;2;B
887;3;23;98;177;NO;2;B
888;4;17;53;97;NO;3;B
889;2;17;64;92;NO;4;C
890;2;12;38;40;NO;3;C
891;3;14;70;118;NO;3;C
892;1;17;59;77;NO;0;C
893;2;20;117;165;NO;5;A
894;1;23;97;150;NO;0;C
895;3;17;59;97;NO;5;C
896;3;9;31;64;NO;3;C
897;3;29;149;236;NO;7;B
898;1;11;47;69;NO;1;C
899;3;20;85;129;NO;4;B
900;3;18;80;109;NO;2;C
901;3;27;138;187;NO;3;B
902;2;12;58;98;NO;1;C
903;1;15;47;52;NO;0;C
904;1;12;38;39;NO;0;C
905;2;15;60;107;NO;4;C
906;3;17;55;72;NO;3;C
907;2;20;100;119;NO;3;B
908;3;20;86;130;NO;4;B
909;3;20;94;118;NO;2;B
910;4;16;84;142;NO;4;B
911;1;2;4;12;NO;0;C
912;3;26;124;195;NO;7;B
913;3;18;71;84;NO;1;C
914;4;23;109;208;NO;5;B
915;2;26;118;140;NO;5;A
916;3;22;125;182;NO;5;B
917;2;9;28;27;NO;1;C
918;1;23;78;89;NO;0;C
919;2;7;29;53;NO;2;C
920;3;23;104;115;NO;3;B
921;2;8;37;70;NO;2;C
922;3;18;67;87;NO;6;C
923;2;22;111;198;NO;6;A
924;1;7;19;27;NO;1;C
925;1;20;65;70;NO;0;C
926;2;16;58;94;NO;3;C
927;2;21;100;128;NO;1;B
928;2;23;115;181;NO;1;A
929;4;23;119;145;NO;5;B
930;3;19;58;73;NO;5;C
931;4;22;108;167;NO;4;B
932;3;21;112;160;NO;3;B
933;1;4;9;16;NO;2;C
934;1;20;56;51;NO;0;C
935;2;10;38;90;NO;2;C
936;3;31;162;255;NO;12;B
937;4;29;156;253;NO;4;B
938;1;19;73;96;NO;0;C
939;3;13;65;120;NO;2;C
940;1;12;42;59;NO;2;C
941;1;18;47;55;NO;0;C
942;4;32;159;237;NO;5;B
943;5;21;100;158;NO;3;B
944;3;28;126;210;NO;5;B
945;1;15;41;44;NO;0;C
946;2;14;45;62;NO;1;C
947;2;10;34;58;NO;3;C
948;3;17;59;90;NO;3;C
949;1;12;46;77;NO;2;C
950;2;15;50;77;NO;3;C
951;1;12;35;36;NO;0;C
952;1;20;62;61;NO;0;C
953;2;20;78;109;NO;2;C
954;1;6;14;11;NO;1;C
955;2;22;71;83;NO;3;C
956;1;10;32;37;NO;0;C
957;4;31;178;271;NO;6;B
958;5;25;104;151;NO;4;B
959;1;8;16;17;NO;2;C
960;3;30;136;150;NO;4;B
961;2;20;95;140;NO;7;B
962;1;11;39;61;NO;1;C
963;2;20;59;55;NO;2;C
964;4;26;145;239;NO;4;B
965;1;11;27;30;NO;0;C
966;4;21;113;211;NO;8;B
967;1;23;92;115;NO;0;C
968;2;17;78;98;NO;1;C
969;1;19;64;75;NO;2;C
970;3;27;132;166;NO;4;B
971;2;10;37;68;NO;4;C
972;2;23;94;143;NO;1;B
973;2;22;88;109;NO;3;C
974;4;25;116;140;NO;5;B
975;1;7;15;16;NO;0;C
976;2;12;48;49;NO;1;C
977;1;21;55;49;NO;2;C
978;2;23;120;133;NO;1;A
979;2;2;10;13;NO;1;C
980;1;1;3;0;NO;0;C
981;3;11;47;71;NO;3;C
982;4;24;96;232;NO;8;B
983;3;23;128;197;NO;5;B
984;3;21;113;159;NO;4;B
985;1;7;16;22;NO;1;C
986;3;25;82;117;NO;3;C
987;3;20;87;177;NO;7;B
988;2;16;66;78;NO;2;C
989;3;20;102;152;NO;6;B
990;1;17;54;58;NO;3;C
991;1;4;9;6;NO;1;C
992;1;19;72;84;NO;0;C
993;1;16;50;54;NO;1;C
994;1;7;15;12;NO;1;C
995;3;27;113;132;NO;3;B
996;1;11;36;56;NO;2;C
997;1;6;18;22;NO;1;C
998;1;6;14;20;NO;2;C
999;3;27;100;136;NO;2;B
1000;2;15;59;75;NO;3;C
1001;2;20;111;129;NO;3;A
1002;1;14;37;37;NO;1;C
1003;2;20;88;102;NO;3;C
1004;2;10;49;82;NO;1;C
1005;2;8;26;30;NO;1;C
1006;2;8;38;57;NO;1;C
1007;6;25;126;194;NO;7;B
1008;1;15;51;75;NO;3;C
1009;1;18;69;108;NO;2;C
1010;2;15;47;61;NO;0;C
1011;1;21;65;81;NO;2;C
1012;3;28;119;171;NO;4;B
1013;2;14;46;60;NO;2;C
1014;1;16;51;57;NO;2;C
1015;2;22;79;97;NO;3;C
1016;3;27;91;109;NO;4;B
1017;2;18;72;121;NO;3;C
1018;1;17;63;98;NO;5;C
1019;1;24;82;93;NO;0;C
1020;4;14;64;103;NO;2;B
1021;2;7;26;26;NO;2;C
1022;3;24;87;127;NO;5;B
1023;1;6;20;39;NO;1;C
1024;2;18;73;143;NO;3;B
1025;2;21;84;123;NO;4;C
1026;4;21;74;110;NO;2;B
1027;1;2;3;3;NO;1;C
1028;1;3;9;14;NO;1;C
1029;2;23;130;163;NO;3;A
1030;2;18;71;106;NO;3;C
1031;1;5;16;30;NO;1;C
1032;3;18;75;134;NO;8;B
1033;2;21;88;127;NO;4;B
1034;1;4;9;8;NO;0;C
1035;1;9;30;48;NO;1;C
1036;2;16;54;50;NO;1;C
1037;1;13;37;54;NO;1;C
1038;4;21;112;191;NO;8;B
1039;3;19;69;133;NO;5;B
1040;2;14;65;73;NO;2;C
1041;2;19;86;168;NO;5;B
1042;3;28;155;235;NO;1;B
1043;2;19;89;112;NO;5;C
1044;4;19;96;180;NO;5;B
1045;2;27;126;160;NO;6;A
1046;3;21;81;131;NO;2;B
1047;3;30;133;196;NO;3;B
1048;4;24;92;125;NO;0;B
1049;1;18;60;68;NO;0;C
1050;3;29;158;206;NO;5;B
1051;3;21;82;106;NO;2;C
1052;3;21;96;117;NO;3;B
1053;3;26;145;254;NO;5;B
1054;6;32;200;331;NO;6;B
1055;2;18;75;86;NO;4;C
1056;3;26;138;174;NO;5;B
1057;4;30;138;252;NO;5;B
1058;4;29;151;210;NO;5;B
1059;3;14;73;119;NO;5;C
1060;3;20;88;133;NO;3;B
1061;1;24;73;94;NO;0;C
1062;15;28;140;276;NO;10;B
1063;6;41;246;717;NO;10;A
1064;1;10;25;39;NO;0;C
1065;4;33;173;314;NO;3;B
1066;1;6;14;27;NO;1;C
1067;1;6;10;15;NO;0;C
1068;3;22;79;136;NO;1;B
1069;3;15;45;94;NO;4;C
1070;3;25;118;314;NO;4;B
1071;3;25;83;89;NO;3;C
1072;6;29;132;404;NO;6;B
1073;5;17;75;121;NO;3;B
1074;4;16;73;172;NO;2;B
1075;3;46;282;472;NO;1;A
1076;2;32;187;360;NO;2;A
1077;8;42;196;419;NO;3;B
1078;4;33;154;446;NO;3;B
1079;7;19;94;159;NO;5;B
1080;5;38;152;431;NO;4;B
1081;3;2;7;11;NO;1;C
1082;2;7;22;48;NO;2;C
1083;3;19;82;128;NO;1;B
1084;4;29;154;272;NO;4;B
1085;3;29;150;295;NO;3;B
1086;4;17;103;195;NO;3;B
1087;2;17;95;188;NO;3;B
1088;2;31;113;140;NO;0;B
1089;1;10;35;78;NO;2;C
1090;4;23;114;197;NO;1;B
1091;4;15;56;97;NO;1;B
1092;2;25;78;84;NO;0;C
1093;3;12;34;45;NO;2;C
1094;3;32;182;433;NO;6;B
1095;1;25;90;91;NO;0;C
1096;4;15;62;86;NO;8;B
1097;1;26;132;349;NO;0;C
1098;3;18;66;99;NO;1;C
1099;4;24;102;94;NO;5;B
1100;5;36;182;526;NO;6;B
1101;2;7;14;44;NO;2;C
1102;5;17;45;104;NO;2;B
1103;5;27;75;82;NO;2;B
1104;4;31;171;330;NO;3;B
1105;3;28;142;457;NO;4;B
1106;2;15;53;75;NO;0;C
1107;3;23;97;217;NO;0;B
1108;3;26;88;134;NO;0;B
1109;13;27;144;329;NO;3;B
1110;2;33;181;463;NO;3;A
1111;3;25;89;144;NO;0;B
1112;0;1;1;0;NO;0;C
1113;2;33;155;305;NO;0;B
1114;4;28;115;260;NO;2;B
1115;6;31;145;437;NO;3;B
1116;3;23;94;99;NO;3;B
1117;4;29;135;338;NO;2;B
1118;5;41;192;514;NO;3;B
1119;4;29;129;196;NO;3;B
1120;4;30;174;335;NO;2;B
1121;3;33;153;317;NO;0;B
1122;2;14;67;123;NO;2;C
1123;3;46;255;575;NO;1;A
1124;3;15;35;28;NO;0;C
1125;6;20;96;169;NO;2;B
1126;4;34;171;297;NO;6;B
1127;4;22;110;191;NO;1;B
1128;5;36;141;392;NO;5;B
1129;5;30;128;170;NO;6;B
1130;4;22;75;149;NO;5;B
1131;3;17;104;207;NO;6;B
1132;3;27;143;277;NO;1;B
1133;2;18;55;119;NO;0;C
1134;2;7;16;25;NO;1;C
1135;3;17;97;183;NO;6;B
1136;3;32;123;204;NO;3;B
1137;2;8;26;88;NO;3;C
1138;2;15;52;94;NO;2;C
1139;7;23;145;328;NO;7;B
1140;2;13;73;141;NO;1;B
1141;4;31;126;187;NO;4;B
1142;4;26;130;210;NO;1;B
1143;4;27;125;153;NO;2;B
1144;6;16;54;74;NO;4;B
1145;4;32;169;305;NO;6;B
1146;4;14;68;127;NO;4;B
1147;5;19;98;183;NO;4;B
1148;6;53;268;579;NO;8;A
1149;3;41;190;574;NO;5;B
1150;6;24;87;206;NO;5;B
1151;2;10;34;40;NO;1;C
1152;1;4;7;7;NO;0;C
1153;2;24;87;215;NO;0;B
1154;3;14;38;102;NO;3;C
1155;3;18;93;170;NO;3;B
1156;4;14;62;72;NO;2;B
1157;3;17;86;223;NO;3;B
1158;2;36;177;288;NO;0;B
1159;2;42;214;383;NO;0;B
1160;6;38;245;493;NO;6;A
1161;6;41;238;543;NO;3;A
1162;2;38;109;129;NO;0;B
1163;3;5;18;29;NO;1;C
1164;3;26;99;90;NO;3;B
1165;2;8;27;54;NO;3;C
1166;2;17;70;152;NO;1;B
1167;3;25;94;190;NO;0;B
1168;4;24;99;127;NO;3;B
1169;2;35;137;235;NO;0;B
1170;3;23;95;215;NO;0;B
1171;7;26;119;134;NO;4;B
1172;6;38;192;409;NO;5;B
1173;4;25;136;192;NO;3;B
1174;4;14;45;70;NO;4;B
1175;3;12;45;87;NO;2;C
1176;3;14;52;75;NO;2;C
1177;4;25;130;388;NO;4;B
1178;3;15;72;157;NO;3;B
1179;1;24;66;54;NO;0;C
1180;3;27;115;216;NO;6;B
1181;3;14;50;102;NO;0;C
1182;2;24;84;240;NO;5;B
1183;3;23;85;207;NO;5;B
1184;4;18;60;75;NO;2;B
1185;4;33;149;217;NO;3;B
1186;1;15;49;92;NO;0;C
1187;2;8;25;57;NO;4;C
1188;4;14;63;92;NO;3;B
1189;2;16;47;68;NO;4;C
1190;1;14;30;42;NO;3;C
1191;5;42;269;546;NO;5;A
1192;3;32;157;184;NO;0;B
1193;2;21;91;165;NO;3;B
1194;2;10;31;87;NO;4;C
1195;3;18;75;139;NO;1;B
1196;2;22;69;117;NO;0;C
1197;5;43;293;734;NO;5;A
1198;3;33;109;150;NO;0;B
1199;3;21;99;148;NO;0;B
1200;3;18;68;138;NO;3;B
1201;4;29;152;288;NO;1;B
1202;2;8;27;34;NO;1;C
1203;5;12;47;117;NO;1;B
1204;2;17;60;70;NO;1;C
1205;3;41;253;427;NO;2;A
1206;1;13;49;104;NO;0;C
1207;5;19;54;59;NO;2;B
1208;3;46;227;503;NO;0;B
1209;6;39;237;427;NO;4;A
1210;3;8;27;23;NO;1;C
1211;5;11;44;101;NO;3;B
1212;5;44;253;544;NO;1;A
1213;5;40;198;328;NO;3;B
1214;4;23;130;263;NO;3;B
1215;4;34;133;232;NO;3;B
1216;2;29;131;270;NO;0;B
1217;2;18;61;66;NO;2;C
1218;4;27;129;170;NO;4;B
1219;5;49;221;506;NO;8;A
1220;5;7;24;73;NO;2;B
1221;3;15;57;156;NO;2;B
1222;2;6;15;33;NO;1;C
1223;3;1;1;0;NO;1;C
1224;6;27;145;292;NO;6;B
1225;3;25;136;332;NO;4;B
1226;7;38;193;328;NO;4;B
1227;4;22;79;227;NO;5;B
1228;2;27;118;215;NO;1;A
1229;2;16;68;132;NO;1;B
1230;3;26;60;76;NO;5;C
1231;8;37;131;228;NO;9;B
1232;3;29;147;236;NO;6;B
1233;5;19;62;67;NO;2;B
1234;5;49;319;856;NO;6;A
1235;6;31;137;233;NO;7;B
1236;2;24;83;128;NO;0;B
1237;1;18;51;63;NO;0;C
1238;1;13;37;63;NO;0;C
1239;5;20;74;145;NO;3;B
1240;1;26;96;167;NO;0;C
1241;3;39;222;474;NO;3;A
1242;5;30;126;125;NO;3;B
1243;4;22;122;224;NO;4;B
1244;3;30;134;298;NO;2;B
1245;6;38;162;269;NO;9;B
1246;3;16;57;105;NO;1;C
1247;3;15;63;123;NO;1;C
1248;2;31;102;182;NO;0;B
1249;2;11;24;20;NO;0;C
1250;21;13;33;23;NO;2;B
1251;5;24;96;172;NO;3;B
1252;3;29;123;176;NO;0;B
1253;5;26;110;84;NO;5;B
1254;2;19;81;229;NO;3;B
1255;4;15;52;95;NO;3;B
1256;3;26;125;222;NO;2;B
1257;7;34;141;226;NO;5;B
1258;6;27;112;155;NO;5;B
1259;3;8;27;39;NO;2;C
1260;5;28;150;234;NO;5;B
1261;2;9;27;30;NO;1;C
1262;2;34;127;212;NO;0;B
1263;1;7;21;58;NO;1;C
1264;1;3;5;8;NO;0;C
1265;0;5;9;13;NO;0;C
1266;2;15;33;92;NO;1;C
1267;3;19;108;202;NO;2;B
1268;4;20;104;295;NO;3;B
1269;3;29;84;96;NO;3;C
1270;2;31;115;142;NO;2;A
1271;4;42;212;354;NO;2;A
1272;6;37;212;480;NO;6;A
1273;3;28;177;407;NO;2;B
1274;3;29;120;237;NO;3;B
1275;5;49;262;386;NO;3;A
1276;3;50;306;465;NO;0;B
1277;3;26;121;213;NO;3;B
1278;4;43;286;970;NO;1;A
1280;4;22;110;193;NO;4;B
1281;1;7;21;37;NO;0;C
1282;3;27;136;238;NO;2;B
1283;3;18;95;191;NO;1;B
1284;2;23;121;280;NO;3;A
1285;2;23;93;166;NO;0;B
1286;3;31;133;384;NO;4;B
1287;6;20;80;108;NO;8;B
1288;3;35;76;67;NO;3;C
1289;3;21;108;218;NO;1;B
1290;4;28;142;241;NO;2;B
1291;3;23;92;257;NO;2;B
1292;3;15;58;140;NO;5;B
1293;2;25;69;117;NO;0;C
1294;1;11;24;69;NO;0;C
1295;6;27;113;351;NO;3;B
1296;4;25;103;181;NO;4;B
1297;4;19;95;222;NO;4;B
1298;5;10;48;72;NO;2;B
1299;1;29;129;264;NO;0;C
1300;2;20;93;198;NO;2;B
1301;3;15;55;82;NO;3;C
1302;8;53;315;1043;NO;13;A
1303;4;21;74;86;NO;0;B
1304;2;19;71;85;NO;0;C
1305;4;28;146;292;NO;1;B
1306;1;46;260;501;NO;0;C
1307;4;17;67;81;NO;2;B
1308;1;23;93;228;NO;5;C
1309;1;13;46;99;NO;0;C
1310;3;13;34;50;NO;3;C
1311;5;23;102;134;NO;3;B
1312;4;33;151;297;NO;3;B
1313;1;5;12;16;NO;1;C
1314;5;21;93;119;NO;5;B
1315;3;12;50;91;NO;4;C
1316;5;14;49;114;NO;6;B
1317;5;29;136;227;NO;7;B
1318;4;14;66;102;NO;4;B
1319;2;20;98;149;NO;3;B
1320;5;33;164;254;NO;8;B
1321;4;9;35;65;NO;1;B
1322;1;10;35;49;NO;2;C
1323;6;21;108;180;NO;6;B
1324;4;19;82;161;NO;1;B
1325;2;16;70;90;NO;3;C
1326;5;30;170;569;NO;3;B
1327;5;18;75;103;NO;4;B
1328;4;32;167;321;NO;1;B
1329;1;22;86;162;NO;0;C
1330;3;16;78;178;NO;2;B
1331;4;19;76;143;NO;4;B
1332;5;26;89;117;NO;7;B
1333;1;35;118;186;NO;0;C
1334;2;28;109;232;NO;0;B
1335;3;22;85;118;NO;2;C
1336;3;21;65;52;NO;4;C
1337;3;32;111;133;NO;0;B
1338;3;50;251;453;NO;0;B
1339;4;28;143;352;NO;3;B
1340;3;28;138;343;NO;3;B
1341;3;15;74;106;NO;1;C
1342;4;20;82;125;NO;1;B
1343;5;46;224;367;NO;2;A
1344;3;11;49;108;NO;2;C
1345;3;23;114;209;NO;4;B
1346;2;14;49;54;NO;0;C
1347;6;20;86;110;NO;2;B
1348;2;20;62;77;NO;0;C
1349;2;14;43;55;NO;3;C
1350;4;23;97;172;NO;4;B
1351;5;22;72;68;NO;2;B
1352;4;16;59;77;NO;1;B
1353;4;32;174;339;NO;3;B
1354;3;30;134;278;NO;0;B
1355;2;50;298;556;NO;0;B
1356;3;37;209;378;NO;4;A
1357;4;22;59;115;NO;9;B
1358;5;26;117;139;NO;0;B
1359;6;32;135;195;NO;5;B
1360;3;17;66;102;NO;0;C
1361;4;25;111;216;NO;3;B
1362;3;7;24;12;NO;1;C
1363;2;15;70;108;NO;0;C
1364;1;7;21;43;NO;2;C
1365;0;10;10;0;NO;0;C
1366;2;31;159;371;NO;3;A
1367;4;26;76;83;NO;3;B
1368;4;10;29;37;NO;1;B
1369;4;24;104;178;NO;5;B
1370;6;48;271;676;NO;5;A
1371;6;30;98;181;NO;4;B
1372;5;28;149;294;NO;6;B
1373;4;39;206;496;NO;3;A
1374;1;29;109;191;NO;0;C
1375;2;12;39;73;NO;2;C
1376;9;17;77;124;NO;3;B
1377;6;53;319;525;NO;5;A
1378;4;25;89;103;NO;1;B
1379;6;42;236;634;NO;10;A
1380;4;44;208;484;NO;2;A
1381;1;25;98;225;NO;0;C
1382;5;26;79;204;NO;2;B
1383;4;10;30;96;NO;2;B
1384;4;24;114;242;NO;5;B
1385;3;19;86;183;NO;0;B
1386;2;6;11;9;NO;0;C
1387;3;11;23;60;NO;2;C
1388;3;26;145;288;NO;5;B
1389;2;52;278;524;NO;0;B
1390;5;37;196;328;NO;0;B
1391;4;35;159;255;NO;5;B
1392;5;18;96;203;NO;2;B
1393;6;24;95;140;NO;2;B
1394;4;21;61;56;NO;2;B
1395;4;48;291;643;NO;1;A
1396;2;11;29;38;NO;0;C
1397;5;18;77;162;NO;5;B
1398;2;23;77;71;NO;0;C
1399;3;17;67;91;NO;4;C
1400;2;20;95;155;NO;2;B
1401;2;16;46;59;NO;0;C
1402;5;29;109;94;NO;5;B
1403;4;25;147;362;NO;5;B
1404;3;21;64;78;NO;3;C
1405;2;24;60;51;NO;0;C
1406;4;26;70;139;NO;6;B
1407;4;22;69;97;NO;2;B
1408;2;8;20;22;NO;0;C
1409;4;14;72;144;NO;7;B
1410;3;26;115;215;NO;0;B
1411;2;23;104;177;NO;0;B
1412;4;33;139;140;NO;3;B
1413;6;27;122;165;NO;3;B
1414;5;17;59;78;NO;2;B
1415;5;24;93;129;NO;2;B
1416;4;16;77;148;NO;2;B
1417;2;19;74;222;NO;0;B
1418;3;15;47;92;NO;2;C
1419;2;15;24;19;NO;3;C
1420;3;23;108;150;NO;2;B
1421;3;47;289;515;NO;3;A
1422;4;26;134;327;NO;7;B
1423;5;23;113;149;NO;4;B
1424;2;21;92;143;NO;1;B
1425;4;18;91;152;NO;6;B
1426;2;15;50;76;NO;0;C
1427;1;13;36;138;NO;0;C
1428;6;25;110;268;NO;6;B
1429;7;27;111;144;NO;9;B
1430;5;26;140;233;NO;4;B
1431;4;5;14;17;NO;4;B
1432;3;11;37;60;NO;3;C
1433;2;24;82;99;NO;1;C
1434;7;36;151;237;NO;6;B
1435;3;15;66;93;NO;2;C
1436;3;16;72;110;NO;2;C
1437;5;30;116;226;NO;3;B
1438;5;30;164;441;NO;4;B
1439;4;18;85;143;NO;2;B
1440;5;35;193;346;NO;5;B
1441;2;6;17;40;NO;0;C
1442;3;17;74;153;NO;3;B
1443;2;30;115;238;NO;0;B
1444;3;17;79;103;NO;3;C
1445;3;42;218;404;NO;6;A
1446;5;21;83;188;NO;2;B
1447;3;33;180;325;NO;1;B
1448;3;45;273;553;NO;1;A
1449;2;25;131;255;NO;0;B
1450;3;23;93;178;NO;1;B
1451;3;27;111;251;NO;0;B
1452;4;44;266;669;NO;2;A
1453;2;18;66;176;NO;0;B
1454;3;35;184;476;NO;3;B
1455;2;27;105;187;NO;0;B
1456;2;16;56;142;NO;0;B
1457;4;34;149;240;NO;3;B
1458;4;24;114;179;NO;2;B
1459;3;27;114;207;NO;0;B
1460;5;19;73;93;NO;5;B
1461;6;16;73;118;NO;6;B
1462;3;29;137;322;NO;3;B
1463;5;28;157;321;NO;3;B
1464;2;7;7;0;NO;1;C
1465;2;31;116;235;NO;0;B
1466;2;24;96;233;NO;0;B
1467;4;30;98;150;NO;0;B
1468;1;44;158;208;NO;0;C
1469;4;16;54;103;NO;4;B
1470;1;12;28;59;NO;3;C
1471;4;27;144;280;NO;4;B
1472;5;26;131;314;NO;6;B
1473;1;19;66;135;NO;3;C
1474;2;14;40;111;NO;4;C
1475;3;22;89;134;NO;3;B
1476;3;14;48;150;NO;1;B
1477;7;51;268;577;NO;7;A
1478;3;14;72;198;NO;3;B
1479;2;4;11;25;NO;1;C
1480;3;35;135;187;NO;5;B
1481;3;32;149;246;NO;3;B
1482;2;13;40;79;NO;1;C
1483;1;26;75;85;NO;0;C
1484;3;37;223;429;NO;2;A
1485;2;15;25;19;NO;0;C
1486;4;25;89;206;NO;6;B
1487;4;10;29;33;NO;2;B
1488;2;35;158;279;NO;0;B
1489;5;24;80;77;NO;1;B
1490;5;12;18;27;NO;2;B
1491;16;29;116;295;NO;5;B
1492;4;18;80;114;NO;2;B
1493;4;26;130;343;NO;3;B
1494;2;23;71;122;NO;0;C
1495;2;22;64;59;NO;0;C
1496;3;8;34;48;NO;1;C
1497;1;29;131;264;NO;0;C
1498;3;30;148;263;NO;4;B
1499;3;5;10;24;NO;2;C
1500;5;43;220;438;NO;6;A
1501;2;38;211;493;NO;1;A
1502;6;25;103;161;NO;4;B
1503;3;18;65;79;NO;1;C
1504;3;26;133;250;NO;3;B
1505;4;54;294;521;NO;2;A
1506;3;17;79;155;NO;1;B
1507;4;49;320;788;NO;1;A
1508;1;11;28;31;NO;0;C
1509;4;24;93;129;NO;3;B
1510;2;26;76;63;NO;0;C
1511;4;33;179;509;NO;6;B
1512;4;29;134;196;NO;3;B
1513;4;22;77;62;NO;2;B
1514;2;28;118;219;NO;0;B
1515;3;37;110;150;NO;0;B
1516;5;26;78;124;NO;6;B
1517;5;28;124;162;NO;1;B
1518;4;27;124;239;NO;3;B
1519;3;29;120;204;NO;0;B
1520;5;28;113;169;NO;4;B
1521;3;26;122;189;NO;3;B
1522;2;22;78;166;NO;3;B
1523;6;43;215;411;NO;3;A
1524;7;22;116;290;NO;7;B
1525;4;26;144;218;NO;4;B
1526;7;19;73;79;NO;3;B
1527;5;33;101;117;NO;3;B
1528;2;13;37;48;NO;3;C
1529;2;24;123;327;NO;2;A
1530;2;26;99;96;NO;1;B
1531;2;23;108;195;NO;0;B
1532;2;23;95;120;NO;2;B
1533;5;22;80;239;NO;5;B
1534;3;22;115;192;NO;0;B
1535;3;30;129;159;NO;6;B
1536;3;6;15;33;NO;0;C
1537;5;27;108;143;NO;3;B
1538;4;36;219;516;NO;2;A
1539;5;40;167;377;NO;4;B
1540;4;29;97;109;NO;3;B
1541;4;32;168;530;NO;3;B
1542;2;26;89;208;NO;0;B
1543;3;32;105;165;NO;0;B
1544;2;17;64;103;NO;1;C
1545;4;38;175;271;NO;6;B
1546;5;37;107;158;NO;3;B
1547;4;5;22;37;NO;0;B
1548;4;15;80;168;NO;1;B
1549;1;38;97;112;NO;0;C
1550;2;47;253;494;NO;2;A
1551;2;24;88;156;NO;0;B
1552;5;47;256;736;NO;7;A
1553;2;7;22;61;NO;0;C
1554;2;19;50;74;NO;0;C
1555;3;36;175;277;NO;3;B
1556;5;27;154;307;NO;5;B
1557;3;46;279;453;NO;2;A
1558;4;26;128;160;NO;1;B
1559;4;35;203;440;NO;4;A
1560;4;50;287;637;NO;3;A
1561;5;36;226;392;NO;4;A
1562;2;17;41;93;NO;1;C
1563;6;27;185;392;NO;7;B
1564;4;23;127;239;NO;3;B
1565;4;27;148;349;NO;4;B
1566;2;30;113;322;NO;0;B
1567;6;47;215;548;NO;9;A
1568;2;13;29;23;NO;2;C
1569;4;46;282;758;NO;4;A
1570;3;35;165;308;NO;1;B
1571;0;0;0;0;NO;0;C
1572;2;26;112;208;NO;5;A
1575;2;3;7;11;NO;2;C
1576;1;25;73;96;NO;0;C
1577;3;19;92;122;NO;1;B
1579;1;7;27;62;NO;0;C
1580;5;30;95;146;NO;4;B
1581;5;17;56;57;NO;2;B
1582;6;52;266;729;NO;6;A
1583;5;27;126;206;NO;1;B
1584;5;32;153;203;NO;3;B
1585;4;27;117;240;NO;0;B
1586;1;4;9;42;NO;0;C
1587;3;34;128;210;NO;0;B
1588;4;9;23;51;NO;4;B
1589;3;25;68;65;NO;2;C
1590;1;32;87;86;NO;0;C
1591;2;18;74;116;NO;2;C
1592;3;19;63;67;NO;4;C
1593;5;32;164;288;NO;8;B
1594;6;23;128;225;NO;2;B
1595;2;37;161;315;NO;0;B
1596;6;33;140;252;NO;12;B
1597;2;28;105;180;NO;0;B
1598;6;44;240;640;NO;6;A
1599;2;18;41;48;NO;0;C
1600;5;23;120;203;NO;4;B
1601;3;19;101;173;NO;0;B
1602;2;7;21;39;NO;1;C
1603;5;29;121;307;NO;5;B
1604;3;31;133;376;NO;0;B
1605;4;22;124;290;NO;0;B
1606;8;28;108;267;NO;11;B
1607;6;41;201;460;NO;4;A
